Complaint_Text,Category,Sentiment,Priority,Village,Date,Pincode,lang,Standardized_Complaint
No electricity for 6 hours continuously.,Electricity,Negative,High,Pandare,2024-01-16,413103,en,prolonged power cut
पंचायत कार्यालयात कोणी उपलब्ध नाही.,Others,Negative,Low,Pandare,2024-06-21,413103,mr,other_issue
The road from Daund to nearby town is full of potholes.,Road,Negative,Low,Malegaon,2024-09-29,413115,en,road potholes
"Handpump is broken, villagers are suffering.",Water,Negative,High,Katphal,2024-01-09,413111,en,handpump broken
The road from Baramati to nearby town is full of potholes.,Road,Negative,Low,Malegaon,2025-07-21,413115,en,road potholes
पाण्याचा टँकर आला नाही 7 दिवसांपासून.,Water,Negative,High,Morgaon,2025-05-12,413304,mr,water tanker not arrived
पंचायत कार्यालयात कोणी उपलब्ध नाही.,Others,Negative,Low,Supa,2024-01-20,413109,mr,other_issue
Village health worker is absent since 10 days.,Health,Negative,High,Supa,2025-04-17,413109,en,health worker absent
Drainage water is overflowing on the streets.,Sanitation,Negative,Medium,Malegaon,2024-03-28,413115,en,drainage problem
"Handpump is broken, villagers are suffering.",Water,Negative,High,Morgaon,2024-12-14,413304,en,handpump broken
पाण्याचा टँकर आला नाही 1 दिवसांपासून.,Water,Negative,High,Supa,2025-03-16,413109,mr,water tanker not arrived
No doctor available at PHC.,Health,Negative,High,Baramati,2025-07-05,413102,en,doctor not available
The road from Daund to nearby town is full of potholes.,Road,Negative,Low,Katphal,2024-09-12,413111,en,road potholes
Village road is damaged due to rain.,Road,Negative,Low,Nimbut,2024-07-12,413110,en,road potholes
गावात आरोग्य शिबीराची गरज आहे.,Health,Neutral,Medium,Supa,2024-12-06,413109,mr,health camp needed
Library in village remains closed.,Others,Negative,Low,Malegaon,2024-10-22,413115,en,other_issue
Library in village remains closed.,Others,Negative,Low,Morgaon,2025-05-15,413304,en,other_issue
No water supply in the village since 6 days.,Water,Negative,High,Katphal,2024-12-13,413111,en,no water supply
"Handpump is broken, villagers are suffering.",Water,Negative,High,Pandare,2025-06-21,413103,en,handpump broken
Streetlights are not working at the chowk.,Others,Negative,Low,Pandare,2025-02-10,413103,en,streetlights not working
गावात वीज पुरवठा खंडित झाला आहे.,Electricity,Negative,High,Morgaon,2024-03-17,413304,mr,electricity supply disrupted
Playground is not maintained properly.,Others,Negative,Low,Someshwar,2025-02-09,412306,en,playground not maintained
Garbage is not collected regularly in Loni.,Sanitation,Negative,Medium,Morgaon,2024-07-28,413304,en,garbage not collected
गावात कचरा उचलला जात नाही.,Sanitation,Negative,Medium,Katphal,2025-08-16,413111,mr,garbage not collected
पाण्याचा टँकर आला नाही 10 दिवसांपासून.,Water,Negative,High,Nimbut,2025-05-27,413110,mr,water tanker not arrived
Library in village remains closed.,Others,Negative,Low,Someshwar,2024-05-28,412306,en,other_issue
Road construction is pending for months.,Road,Negative,Low,Baramati,2024-07-01,413102,en,road work pending
"वीज खूप वेळा जाते, अभ्यासात अडचण येते.",Electricity,Negative,High,Morgaon,2025-02-13,413304,mr,frequent power cuts
Medicines are not available at PHC.,Health,Negative,Medium,Katphal,2025-03-01,413111,en,medicines not available
Village road is damaged due to rain.,Road,Negative,Low,Nimbut,2024-12-22,413110,en,road potholes
No doctor available at PHC.,Health,Negative,High,Katphal,2024-10-16,413111,en,doctor not available
गावातील शाळेत शिक्षक नाहीत.,Others,Negative,Low,Katphal,2025-07-19,413111,mr,teachers not available
गावात पिण्याच्या पाण्याची समस्या आहे.,Water,Negative,High,Pandare,2024-05-10,413103,mr,drinking water problem
Dustbins are overflowing everywhere.,Sanitation,Negative,Medium,Katphal,2025-09-12,413111,en,garbage not collected
Playground is not maintained properly.,Others,Negative,Low,Baramati,2024-10-22,413102,en,playground not maintained
Road construction is pending for months.,Road,Negative,Low,Supa,2024-11-19,413109,en,road work pending
Road construction is pending for months.,Road,Negative,Low,Morgaon,2024-05-12,413304,en,road work pending
"Handpump is broken, villagers are suffering.",Water,Negative,High,Morgaon,2025-06-05,413304,en,handpump broken
गावात आरोग्य शिबीराची गरज आहे.,Health,Neutral,Medium,Pandare,2024-12-28,413103,mr,health camp needed
गावात कचरा उचलला जात नाही.,Sanitation,Negative,Medium,Malegaon,2024-10-22,413115,mr,garbage not collected
Playground is not maintained properly.,Others,Negative,Low,Nimbut,2024-10-03,413110,en,playground not maintained
पाण्याचा टँकर आला नाही 1 दिवसांपासून.,Water,Negative,High,Baramati,2025-04-20,413102,mr,water tanker not arrived
Playground is not maintained properly.,Others,Negative,Low,Someshwar,2024-11-13,412306,en,playground not maintained
Garbage is not collected regularly in Baramati.,Sanitation,Negative,Medium,Morgaon,2024-03-06,413304,en,garbage not collected
गावात वीज पुरवठा खंडित झाला आहे.,Electricity,Negative,High,Katphal,2025-04-12,413111,mr,electricity supply disrupted
Village road is damaged due to rain.,Road,Negative,Low,Katphal,2024-02-03,413111,en,road potholes
रस्त्यावर मोठे खड्डे पडले आहेत.,Road,Negative,Low,Nimbut,2024-05-31,413110,mr,other_issue
Road construction is pending for months.,Road,Negative,Low,Katphal,2024-06-18,413111,en,road work pending
Electric transformer is not working in Morgaon.,Electricity,Negative,High,Malegaon,2025-05-12,413115,en,transformer not working
"वीज खूप वेळा जाते, अभ्यासात अडचण येते.",Electricity,Negative,High,Morgaon,2025-01-20,413304,mr,frequent power cuts
पाण्याचा टँकर आला नाही 10 दिवसांपासून.,Water,Negative,High,Malegaon,2024-12-24,413115,mr,water tanker not arrived
पंचायत कार्यालयात कोणी उपलब्ध नाही.,Others,Negative,Low,Katphal,2024-06-20,413111,mr,other_issue
रस्त्यावर मोठे खड्डे पडले आहेत.,Road,Negative,Low,Pandare,2025-02-27,413103,mr,other_issue
पाण्याचा टँकर आला नाही 9 दिवसांपासून.,Water,Negative,High,Supa,2024-05-26,413109,mr,water tanker not arrived
No doctor available at PHC.,Health,Negative,High,Pandare,2024-06-05,413103,en,doctor not available
गावात आरोग्य शिबीराची गरज आहे.,Health,Neutral,High,Supa,2024-06-20,413109,mr,health camp needed
"Handpump is broken, villagers are suffering.",Water,Negative,High,Someshwar,2024-08-30,412306,en,handpump broken
Drainage water is overflowing on the streets.,Sanitation,Negative,Medium,Baramati,2025-07-16,413102,en,drainage problem
Drinking water tank is empty.,Water,Negative,High,Katphal,2025-05-07,413111,en,water tank empty
Emergency ambulance did not arrive on time.,Health,Negative,High,Supa,2025-08-20,413109,en,ambulance not arrived
Streetlights are not working at the chowk.,Others,Negative,Low,Malegaon,2025-08-29,413115,en,streetlights not working
"Handpump is broken, villagers are suffering.",Water,Negative,High,Someshwar,2024-01-02,412306,en,handpump broken
गावात कचरा उचलला जात नाही.,Sanitation,Negative,Medium,Baramati,2024-12-09,413102,mr,garbage not collected
गावात पिण्याच्या पाण्याची समस्या आहे.,Water,Negative,High,Someshwar,2024-11-29,412306,mr,drinking water problem
Drainage water is overflowing on the streets.,Sanitation,Negative,Medium,Baramati,2025-06-03,413102,en,drainage problem
"वीज खूप वेळा जाते, अभ्यासात अडचण येते.",Electricity,Negative,High,Katphal,2024-10-22,413111,mr,frequent power cuts
Village health worker is absent since 1 days.,Health,Negative,High,Morgaon,2024-09-30,413304,en,health worker absent
गावात कचरा उचलला जात नाही.,Sanitation,Negative,Medium,Supa,2024-01-24,413109,mr,garbage not collected
गावात कचरा उचलला जात नाही.,Sanitation,Negative,Medium,Supa,2024-06-12,413109,mr,garbage not collected
गावात नवीन रस्ता बनवणे आवश्यक आहे.,Road,Neutral,Low,Nimbut,2025-02-08,413110,mr,new road required
The road from Pandharpur to nearby town is full of potholes.,Road,Negative,Low,Malegaon,2024-01-08,413115,en,road potholes
No electricity for 2 hours continuously.,Electricity,Negative,High,Katphal,2024-06-17,413111,en,prolonged power cut
Streetlights are not working at the chowk.,Others,Negative,Low,Katphal,2024-07-12,413111,en,streetlights not working
Library in village remains closed.,Others,Negative,Low,Malegaon,2025-04-05,413115,en,other_issue
The road from Malegaon to nearby town is full of potholes.,Road,Negative,Low,Nimbut,2025-01-07,413110,en,road potholes
रस्त्यावर मोठे खड्डे पडले आहेत.,Road,Negative,Low,Someshwar,2024-09-04,412306,mr,other_issue
गावातील शाळेत शिक्षक नाहीत.,Others,Negative,Low,Baramati,2024-08-10,413102,mr,teachers not available
Road construction is pending for months.,Road,Negative,Low,Katphal,2024-05-06,413111,en,road work pending
Playground is not maintained properly.,Others,Negative,Low,Morgaon,2025-04-14,413304,en,playground not maintained
No doctor available at PHC.,Health,Negative,Medium,Baramati,2025-06-03,413102,en,doctor not available
The road from Morgaon to nearby town is full of potholes.,Road,Negative,Low,Malegaon,2025-03-05,413115,en,road potholes
पंचायत कार्यालयात कोणी उपलब्ध नाही.,Others,Negative,Low,Supa,2024-02-11,413109,mr,other_issue
Garbage is not collected regularly in Baramati.,Sanitation,Negative,Medium,Nimbut,2024-08-14,413110,en,garbage not collected
गावात वीज पुरवठा खंडित झाला आहे.,Electricity,Negative,High,Katphal,2024-08-09,413111,mr,electricity supply disrupted
No doctor available at PHC.,Health,Negative,Medium,Katphal,2024-04-12,413111,en,doctor not available
गावात आरोग्य शिबीराची गरज आहे.,Health,Neutral,Medium,Supa,2025-01-15,413109,mr,health camp needed
Library in village remains closed.,Others,Negative,Low,Supa,2025-02-12,413109,en,other_issue
गावात वीज पुरवठा खंडित झाला आहे.,Electricity,Negative,High,Supa,2025-05-23,413109,mr,electricity supply disrupted
